id,frequency_rank,source,source_id,source_rank,orthography,reading,romaji,english,verb_class,te_form_pattern,transitivity,register,example_ja,example_en
jv-0295,295,kango_suru,kango-suru-0077,77,印刷する,いんさつする,insatsu suru,print,suru,suru-して,unspecified,standard,紙に名前を印刷した。,I printed the name on paper.
jv-0296,296,native_bccwj,verb-0192,1328,集まる,あつまる,atsumaru,gather,ru,godan-って,intransitive,standard,学生が教室に集まった。,The students gathered in the classroom.
jv-0297,297,slang,slang-0042,42,萎える,なえる,naeru,lose enthusiasm,ichidan,ichidan-て,unspecified,slang,長い待ち時間で少し萎えた。,I lost interest after the long wait.
jv-0298,298,native_bccwj,verb-0193,1330,見詰める,みつめる,mitsumeru,stare at,ichidan_ru,ichidan-て,transitive,standard,みんなが看板を見詰めた。,Everyone stared at the sign.
jv-0299,299,native_bccwj,verb-0194,1332,集める,あつめる,atsumeru,collect,ichidan_ru,ichidan-て,transitive,standard,旅行の前に情報を集めた。,I collected information before the trip.
jv-0300,300,kango_suru,kango-suru-0078,78,翻訳する,ほんやくする,honyaku suru,translate,suru,suru-して,unspecified,standard,友だちのために短い文を翻訳した。,I translated a short sentence for my friend.
jv-0301,301,native_bccwj,verb-0195,1350,止まる,とまる,tomaru,stop (moving),ru,godan-って,intransitive,standard,駅の前で車が止まった。,The car stopped in front of the station.
jv-0302,302,slang,slang-0043,43,冷める,さめる,sameru,cool off; lose interest,ichidan,ichidan-て,unspecified,colloquial,長い待ち時間で少し冷めた。,I lost interest after the long wait.
jv-0303,303,kango_suru,kango-suru-0079,79,検索する,けんさくする,kensaku suru,search,suru,suru-して,unspecified,standard,ネットで言葉を検索した。,I searched for a word online.
jv-0304,304,native_bccwj,verb-0196,1362,張る,はる,haru,stick,ru,godan-って,intransitive,standard,壁にポスターを張った。,I put a poster on the wall.
jv-0305,305,native_bccwj,verb-0197,1368,喜ぶ,よろこぶ,yorokobu,be delighted,bu,godan-んで,unspecified,standard,妹はプレゼントを見て喜んだ。,My younger sister was delighted when she saw the present.
jv-0306,306,kango_suru,kango-suru-0080,80,投稿する,とうこうする,toukou suru,post,suru,suru-して,unspecified,standard,写真をSNSに投稿した。,I posted a photo on social media.
jv-0307,307,slang,slang-0044,44,刺さる,ささる,sasaru,hit hard; resonate,godan,godan-って,unspecified,internet,その言葉が心に刺さった。,Those words hit me hard.
jv-0308,308,native_bccwj,verb-0198,1387,捨てる,すてる,suteru,throw away,ichidan_ru,ichidan-て,transitive,standard,古い紙を捨てた。,I threw away old paper.
jv-0309,309,kango_suru,kango-suru-0081,81,添付する,てんぷする,tenpu suru,attach,suru,suru-して,unspecified,standard,机の上にメモを添付した。,I put a memo on the desk.
jv-0310,310,native_bccwj,verb-0199,1400,返す,かえす,kaesu,return (something),su,godan-して,transitive,standard,友だちに本を返した。,I returned a book to my friend.
jv-0311,311,native_bccwj,verb-0136,907,申し上げる,もうしあげる,moushiageru,say,ichidan_ru,ichidan-て,transitive,standard,会で大事な点を申し上げた。,I said the important point at the meeting.
jv-0312,312,native_bccwj,verb-0200,1410,運ぶ,はこぶ,hakobu,carry,bu,godan-んで,intransitive,standard,重いかばんを駅まで運んだ。,I carried a heavy bag to the station.
jv-0313,313,kango_suru,kango-suru-0082,82,通訳する,つうやくする,tsuuyaku suru,interpret,suru,suru-して,unspecified,standard,友だちのために短い文を通訳した。,I translated a short sentence for my friend.
jv-0314,314,slang,slang-0045,45,映える,ばえる,baeru,look good on social media,ichidan,ichidan-て,unspecified,internet,この写真はSNSで映えた。,This photo looked good on social media.
jv-0315,315,native_bccwj,verb-0201,1422,掲げる,かかげる,kakageru,publish,ichidan_ru,ichidan-て,transitive,standard,新しい本を掲げた。,They published a new book.
jv-0316,316,kango_suru,kango-suru-0083,83,表現する,ひょうげんする,hyougen suru,express,suru,suru-して,unspecified,standard,会で大事な点を表現した。,I said the important point at the meeting.
jv-0317,317,native_bccwj,verb-0111,730,現われる,あらわれる,arawareru,appear,ichidan_ru,ichidan-て,intransitive,standard,画面に文字が現われた。,Text appeared on the screen.
jv-0318,318,native_bccwj,verb-0202,1437,抱く,いだく,idaku,embrace,ku,godan-いて,transitive,standard,母は子どもを抱いた。,The mother hugged the child.
jv-0319,319,slang,slang-0046,46,ナーフする,なーふする,naafu suru,nerf,suru,suru-して,unspecified,gaming,強いキャラをナーフした。,They nerfed the strong character.
jv-0320,320,native_bccwj,verb-0203,1443,避ける,さける,sakeru,avoid (physical contact with),ichidan_ru,ichidan-て,transitive,standard,人混みを避けた。,I avoided the crowd.
jv-0321,321,kango_suru,kango-suru-0084,84,解説する,かいせつする,kaisetsu suru,explain,suru,suru-して,unspecified,standard,会で大事な点を解説した。,I said the important point at the meeting.
jv-0322,322,native_bccwj,verb-0098,652,為さる,なさる,nasaru,do,honorific_aru,honorific-aru-って,transitive,standard,先生が準備を為さった。,The teacher prepared.
jv-0323,323,kango_suru,kango-suru-0085,85,報告する,ほうこくする,houkoku suru,report,suru,suru-して,unspecified,standard,会で大事な点を報告した。,I said the important point at the meeting.
jv-0324,324,slang,slang-0047,47,デバフする,でばふする,debafu suru,debuff,suru,suru-して,unspecified,gaming,敵をデバフした。,I debuffed the enemy.
jv-0325,325,native_bccwj,verb-0204,1474,伸ばす,のばす,nobasu,"grow long (beard, hair, etc.)",su,godan-して,transitive,standard,髪を少し伸ばした。,I grew my hair a little longer.
jv-0326,326,native_bccwj,verb-0205,1475,勝つ,かつ,katsu,win,tsu,godan-って,intransitive,standard,私たちのチームが勝った。,Our team won.
jv-0327,327,kango_suru,kango-suru-0086,86,申請する,しんせいする,shinsei suru,apply,suru,suru-して,unspecified,standard,新しい仕事に申請した。,I applied for a new job.
jv-0328,328,native_bccwj,verb-0207,1487,通る,とおる,tooru,go by,ru,godan-って,intransitive,standard,朝、駅まで通った。,I went to the station in the morning.
jv-0329,329,slang,slang-0048,48,チートする,ちーとする,chiito suru,cheat,suru,suru-して,unspecified,gaming,彼はゲームでチートした。,He cheated in the game.
jv-0330,330,native_bccwj,verb-0208,1496,落とす,おとす,otosu,drop,su,godan-して,transitive,standard,駅で切符を落とした。,I dropped my ticket at the station.
jv-0331,331,kango_suru,kango-suru-0087,87,提出する,ていしゅつする,teishutsu suru,submit,suru,suru-して,unspecified,standard,先生に宿題を提出した。,I submitted my homework to the teacher.
jv-0332,332,native_bccwj,verb-0209,1501,結ぶ,むすぶ,musubu,tie,bu,godan-んで,transitive,standard,靴のひもを結んだ。,I tied my shoelaces.
jv-0333,333,native_bccwj,verb-0210,1515,当てる,あてる,ateru,hit,ichidan_ru,ichidan-て,transitive,standard,クイズで答えを当てた。,I guessed the answer in the quiz.
jv-0334,334,kango_suru,kango-suru-0088,88,提供する,ていきょうする,teikyou suru,provide,suru,suru-して,unspecified,standard,店は新しいサービスを提供した。,The shop offered a new service.
jv-0335,335,native_bccwj,verb-0211,1522,齎す,もたらす,motarasu,bring,su,godan-して,unspecified,standard,重いかばんを駅まで齎した。,I carried a heavy bag to the station.
jv-0336,336,slang,slang-0049,49,BANする,ばんする,ban suru,ban,suru,suru-して,unspecified,internet,運営がその人をBANした。,The admins banned that person.
jv-0337,337,kango_suru,kango-suru-0089,89,提案する,ていあんする,teian suru,propose,suru,suru-して,unspecified,standard,新しい案を提案した。,I proposed a new idea.
jv-0338,338,native_bccwj,verb-0212,1543,逃げる,にげる,nigeru,escape,ichidan_ru,ichidan-て,intransitive,standard,猫は大きな音から逃げた。,The cat ran away from the loud sound.
jv-0339,339,native_bccwj,verb-0180,1244,繋がる,つながる,tsunagaru,be tied together,ru,godan-って,intransitive,standard,電話がやっと繋がった。,The call finally connected.
jv-0340,340,slang,slang-0050,50,リークする,りーくする,riiku suru,leak,suru,suru-して,unspecified,internet,その人は映画の話をリークした。,That person spoiled the movie details.
jv-0341,341,kango_suru,kango-suru-0090,90,要求する,ようきゅうする,youkyuu suru,demand,suru,suru-して,unspecified,standard,会で相手に強く要求した。,Someone pushed back hard in the meeting.
jv-0342,342,native_bccwj,verb-0213,1562,眠る,ねむる,nemuru,sleep (not necessarily lying down),ru,godan-って,intransitive,standard,昨日は早く眠った。,I went to bed early yesterday.
jv-0343,343,native_bccwj,verb-0214,1563,眺める,ながめる,nagameru,view,ichidan_ru,ichidan-て,transitive,standard,窓から海を眺めた。,I looked at the sea from the window.
jv-0344,344,native_bccwj,verb-0215,1565,分ける,わける,wakeru,divide (into),ichidan_ru,ichidan-て,transitive,standard,お菓子を友だちと分けた。,I shared the sweets with my friend.
jv-0345,345,kango_suru,kango-suru-0091,91,依頼する,いらいする,irai suru,request,suru,suru-して,unspecified,standard,店に修理を依頼した。,I requested repairs from the shop.
jv-0346,346,native_bccwj,verb-0216,1569,暮らす,くらす,kurasu,live,su,godan-して,intransitive,standard,祖母は小さな町で暮らした。,My grandmother lived in a small town.
jv-0347,347,native_bccwj,verb-0217,1576,抜く,ぬく,nuku,extract,ku,godan-いて,transitive,standard,机から古いくぎを抜いた。,I pulled an old nail out of the desk.
jv-0348,348,native_bccwj,verb-0218,1578,焼く,やく,yaku,bake,ku,godan-いて,both,standard,朝、パンを焼いた。,I baked bread in the morning.
jv-0349,349,slang,slang-0051,51,ネタバレする,ねたばれする,netabare suru,spoil,suru,suru-して,unspecified,internet,その人は映画の話をネタバレした。,That person spoiled the movie details.
jv-0350,350,native_bccwj,verb-0219,1579,仰る,おっしゃる,ossharu,say,honorific_aru,honorific-aru-って,transitive,standard,会で大事な点を仰った。,I said the important point at the meeting.
jv-0351,351,native_bccwj,verb-0220,1580,隠す,かくす,kakusu,hide,su,godan-して,transitive,standard,箱を机の下に隠した。,I hid the box under the desk.
jv-0352,352,kango_suru,kango-suru-0092,92,注文する,ちゅうもんする,chuumon suru,order,suru,suru-して,unspecified,standard,昼に温かいスープを注文した。,I ordered warm soup at noon.
jv-0353,353,native_bccwj,verb-0222,1599,設ける,もうける,moukeru,create,ichidan_ru,ichidan-て,transitive,standard,週末に新しい物を設けた。,I made something new on the weekend.
jv-0354,354,kango_suru,kango-suru-0093,93,購入する,こうにゅうする,kounyuu suru,purchase,suru,suru-して,unspecified,standard,駅の店で水を購入した。,I bought water at the station shop.
jv-0355,355,slang,slang-0052,52,身バレする,みばれする,mibare suru,get personally identified online,suru,suru-して,unspecified,internet,ネットで名前まで身バレした。,Even the name was found online.
jv-0356,356,native_bccwj,verb-0223,1609,直す,なおす,naosu,cure,su,godan-して,transitive,standard,壊れた時計を直した。,I fixed the broken clock.
jv-0357,357,native_bccwj,verb-0224,1610,扱う,あつかう,atsukau,handle,u,godan-って,transitive,standard,店は新しい商品を扱った。,The shop handled a new product.
jv-0358,358,native_bccwj,verb-0225,1615,追う,おう,ou,chase,u,godan-って,transitive,standard,犬はボールを追った。,The dog chased the ball.
jv-0359,359,native_bccwj,verb-0226,1617,叫ぶ,さけぶ,sakebu,shout,bu,godan-んで,intransitive,standard,子どもが助けを求めて叫んだ。,The child shouted for help.
jv-0360,360,native_bccwj,verb-0227,1619,支える,ささえる,sasaeru,support,ichidan_ru,ichidan-て,transitive,standard,会で相手に強く支えた。,Someone pushed back hard in the meeting.
jv-0361,361,kango_suru,kango-suru-0094,94,販売する,はんばいする,hanbai suru,sell,suru,suru-して,unspecified,standard,古い本を店で販売した。,I sold old books at the shop.
jv-0362,362,native_bccwj,verb-0228,1628,付き合う,つきあう,tsukiau,associate with,u,godan-って,intransitive,standard,友だちの買い物に付き合った。,I went along with my friend’s shopping.
jv-0363,363,slang,slang-0053,53,個人特定する,こじんとくていする,kojintokutei suru,identify a person online,suru,suru-して,unspecified,internet,ネットで名前まで個人特定した。,Even the name was found online.
jv-0364,364,kango_suru,kango-suru-0095,95,交換する,こうかんする,koukan suru,exchange,suru,suru-して,unspecified,standard,古い電池を新しい物と交換した。,I exchanged the old battery for a new one.
jv-0365,365,native_bccwj,verb-0141,940,表わす,あらわす,arawasu,reveal,su,godan-して,transitive,standard,その絵は気持ちを表わした。,The picture expressed a feeling.
jv-0366,366,native_bccwj,verb-0229,1652,伸びる,のびる,nobiru,stretch,ichidan_ru,ichidan-て,intransitive,standard,雨の後で草が伸びた。,The grass grew after the rain.
jv-0367,367,kango_suru,kango-suru-0096,96,返却する,へんきゃくする,henkyaku suru,return,suru,suru-して,unspecified,standard,図書館に本を返却した。,I returned a book to the library.
jv-0368,368,native_bccwj,verb-0230,1659,育てる,そだてる,sodateru,raise,ichidan_ru,ichidan-て,transitive,standard,庭で花を育てた。,I grew flowers in the garden.
jv-0369,369,slang,slang-0054,54,炎上する,えんじょうする,enjou suru,blow up in a backlash,suru,suru-して,unspecified,internet,その発言でSNSが炎上した。,Social media blew up after that comment.
jv-0370,370,native_bccwj,verb-0231,1666,食う,くう,kuu,eat,u,godan-って,transitive,standard,昼にお弁当を食った。,I ate a lunch box at noon.
jv-0371,371,native_bccwj,verb-0232,1669,巡る,めぐる,meguru,go around,ru,godan-って,intransitive,standard,朝、駅まで巡った。,I went to the station in the morning.
jv-0372,372,native_bccwj,verb-0014,75,遣る,やる,yaru,send,ru,godan-って,both,standard,弟に古い本を遣った。,I gave my younger brother an old book.
jv-0373,373,kango_suru,kango-suru-0097,97,配送する,はいそうする,haisou suru,deliver,suru,suru-して,unspecified,standard,店は荷物をすぐ配送した。,The store sent the package right away.
jv-0374,374,native_bccwj,verb-0151,977,見付ける,みつける,mitsukeru,discover,ichidan_ru,ichidan-て,transitive,standard,なくした鍵を見付けた。,I found the key I had lost.
jv-0375,375,native_bccwj,verb-0233,1684,利く,きく,kiku,be effective,ku,godan-いて,intransitive,standard,この薬はよく利いた。,This medicine worked well.
jv-0376,376,native_bccwj,verb-0234,1685,問う,とう,tou,ask,u,godan-って,transitive,standard,授業の後で先生に問うた。,I asked the teacher after class.
jv-0377,377,slang,slang-0055,55,拡散する,かくさんする,kakusan suru,spread online,suru,suru-して,unspecified,internet,その動画はすぐ拡散した。,That video quickly went viral.
jv-0378,378,kango_suru,kango-suru-0098,98,配達する,はいたつする,haitatsu suru,deliver,suru,suru-して,unspecified,standard,店は荷物をすぐ配達した。,The store sent the package right away.
jv-0379,379,native_bccwj,verb-0235,1694,及ぶ,およぶ,oyobu,reach,bu,godan-んで,intransitive,standard,話が隣の町に及んだ。,The story reached the next town.
jv-0380,380,native_bccwj,verb-0236,1702,抱える,かかえる,kakaeru,hold or carry under or in the arms,ichidan_ru,ichidan-て,transitive,standard,重いかばんを駅まで抱えた。,I carried a heavy bag to the station.
jv-0381,381,kango_suru,kango-suru-0099,99,配信する,はいしんする,haishin suru,stream,suru,suru-して,unspecified,standard,夜に動画を配信した。,I streamed a video at night.
jv-0382,382,native_bccwj,verb-0237,1713,戦う,たたかう,tatakau,fight,u,godan-って,intransitive,standard,会で相手に強く戦った。,Someone pushed back hard in the meeting.
jv-0383,383,native_bccwj,verb-0238,1719,出会う,であう,deau,meet (by chance),u,godan-って,intransitive,standard,旅先で親切な人に出会った。,I met a kind person while traveling.
jv-0384,384,slang,slang-0056,56,晒す,さらす,sarasu,expose publicly,godan,godan-して,unspecified,internet,ネットで秘密を晒した。,Someone exposed the secret online.
jv-0385,385,native_bccwj,verb-0239,1723,疲れる,つかれる,tsukareru,get tired,ichidan_ru,ichidan-て,intransitive,standard,友だちから本を疲れた。,I received a book from my friend.
jv-0386,386,native_bccwj,verb-0052,326,致す,いたす,itasu,do,su,godan-して,transitive,standard,会で短い話を致した。,I gave a short talk at the meeting.
jv-0387,387,native_bccwj,verb-0241,1728,望む,のぞむ,nozomu,desire,mu,godan-んで,transitive,standard,彼は静かな生活を望んだ。,He hoped for a quiet life.
jv-0388,388,kango_suru,kango-suru-0100,100,放送する,ほうそうする,housou suru,broadcast,suru,suru-して,unspecified,standard,夜に動画を放送した。,I streamed a video at night.
jv-0389,389,native_bccwj,verb-0242,1733,勤める,つとめる,tsutomeru,work (for),ichidan_ru,ichidan-て,transitive,standard,兄は駅の近くで勤めた。,My brother worked near the station.
jv-0390,390,native_bccwj,verb-0243,1740,動かす,うごかす,ugokasu,move,su,godan-して,transitive,standard,計画は少しずつ動かした。,The plan moved forward little by little.
jv-0391,391,kango_suru,kango-suru-0101,101,出版する,しゅっぱんする,shuppan suru,publish,suru,suru-して,unspecified,standard,新しい本を出版した。,They published a new book.
jv-0392,392,slang,slang-0057,57,リツイートする,りついーとする,ritsuiito suru,retweet,suru,suru-して,unspecified,internet,友だちの投稿をリツイートした。,I retweeted my friend’s post.
jv-0393,393,native_bccwj,verb-0244,1750,通う,かよう,kayou,go back and forth,u,godan-って,intransitive,standard,朝、駅まで通った。,I went to the station in the morning.
jv-0394,394,native_bccwj,verb-0173,1153,参る,まいる,mairu,go,ru,godan-って,intransitive,standard,朝、駅まで参った。,I went to the station in the morning.
jv-0395,395,native_bccwj,verb-0245,1754,受け取る,うけとる,uketoru,receive,ru,godan-って,transitive,standard,友だちから本を受け取った。,I received a book from my friend.
jv-0396,396,native_bccwj,verb-0246,1756,減る,へる,heru,decrease (in size or number),ru,godan-って,intransitive,standard,午後に人が少し減った。,The number of people decreased a little in the afternoon.
jv-0397,397,native_bccwj,verb-0247,1761,受け入れる,うけいれる,ukeireru,accept,ichidan_ru,ichidan-て,transitive,standard,チームは新しい案を受け入れた。,The team accepted the new idea.
jv-0398,398,native_bccwj,verb-0248,1766,見付かる,みつかる,mitsukaru,be found,ru,godan-って,intransitive,standard,なくした鍵が見付かった。,The lost key was found.
jv-0399,399,kango_suru,kango-suru-0102,102,編集する,へんしゅうする,henshuu suru,edit,suru,suru-して,unspecified,standard,短い動画を編集した。,I edited a short video.
jv-0400,400,slang,slang-0058,58,リポストする,りぽすとする,riposuto suru,repost,suru,suru-して,unspecified,internet,友だちの投稿をリポストした。,I reposted my friend’s post.
jv-0401,401,native_bccwj,verb-0249,1784,生かす,いかす,ikasu,make (the best) use of,su,godan-して,transitive,standard,週末に新しい物を生かした。,I made something new on the weekend.
jv-0402,402,kango_suru,kango-suru-0103,103,撮影する,さつえいする,satsuei suru,film,suru,suru-して,unspecified,standard,週末に公園で写真を撮影した。,I took a photo in the park on the weekend.
jv-0403,403,native_bccwj,verb-0250,1787,負ける,まける,makeru,lose,ichidan_ru,ichidan-て,both,standard,チームは試合に負けた。,The team lost the game.
jv-0404,404,native_bccwj,verb-0251,1790,借りる,かりる,kariru,borrow,ichidan_ru,ichidan-て,transitive,standard,友だちから本を借りた。,I borrowed a book from my friend.
jv-0405,405,kango_suru,kango-suru-0104,104,録音する,ろくおんする,rokuon suru,record audio,suru,suru-して,unspecified,standard,大事なことをノートに録音した。,I recorded the important thing in my notebook.
jv-0406,406,slang,slang-0059,59,引リツする,ひきりつする,hikiritsu suru,quote retweet,suru,suru-して,unspecified,internet,友だちの投稿を引リツした。,I retweeted my friend’s post.
jv-0407,407,native_bccwj,verb-0004,12,成る,なる,naru,become,ru,godan-って,intransitive,standard,夕方、空が暗く成った。,The sky became dark in the evening.
jv-0408,408,native_bccwj,verb-0252,1819,渡す,わたす,watasu,"ferry across (a river, etc.)",su,godan-して,transitive,standard,友だちに本を渡した。,I handed a book to my friend.
jv-0409,409,kango_suru,kango-suru-0105,105,録画する,ろくがする,rokuga suru,record video,suru,suru-して,unspecified,standard,大事なことをノートに録画した。,I recorded the important thing in my notebook.
jv-0410,410,native_bccwj,verb-0253,1826,伺う,うかがう,ukagau,ask,u,godan-って,both,standard,授業の後で先生に伺った。,I asked the teacher after class.
jv-0411,411,native_bccwj,verb-0254,1832,慣れる,なれる,nareru,grow accustomed (to),ichidan_ru,ichidan-て,intransitive,standard,新しい仕事に慣れた。,I got used to the new job.
jv-0412,412,slang,slang-0060,60,リプする,りぷする,ripu suru,reply on social media,suru,suru-して,unspecified,internet,友だちの投稿にリプした。,I replied to my friend’s post.
jv-0413,413,kango_suru,kango-suru-0106,106,再生する,さいせいする,saisei suru,play back,suru,suru-して,unspecified,standard,古い動画を再生した。,I played back an old video.
jv-0414,414,native_bccwj,verb-0255,1840,生む,うむ,umu,give birth,mu,godan-んで,transitive,standard,猫が子猫を生んだ。,The cat gave birth to kittens.
jv-0415,415,native_bccwj,verb-0256,1846,流す,ながす,nagasu,drain,su,godan-して,transitive,standard,台所で水を流した。,I ran water in the kitchen.
jv-0416,416,native_bccwj,verb-0257,1851,優れる,すぐれる,sugureru,surpass,ichidan_ru,ichidan-て,intransitive,standard,彼は数学に優れた。,He excelled in math.
jv-0417,417,kango_suru,kango-suru-0107,107,停止する,ていしする,teishi suru,stop,suru,suru-して,unspecified,standard,駅の前で車が停止した。,The car stopped in front of the station.
jv-0418,418,native_bccwj,verb-0258,1863,落ち着く,おちつく,ochitsuku,calm down,ku,godan-いて,intransitive,standard,深呼吸して少し落ち着いた。,I took a deep breath and calmed down a little.
jv-0419,419,slang,slang-0061,61,空リプする,そらりぷする,soraripu suru,subtweet,suru,suru-して,unspecified,internet,SNSで遠回しに空リプした。,I subtweeted indirectly on social media.
jv-0420,420,native_bccwj,verb-0259,1868,着く,つく,tsuku,arrive at,ku,godan-いて,unspecified,standard,夕方、駅に着いた。,I arrived at the station in the evening.
jv-0421,421,kango_suru,kango-suru-0108,108,更新する,こうしんする,koushin suru,update,suru,suru-して,unspecified,standard,古いアプリを更新した。,I updated the old app.
jv-0422,422,native_bccwj,verb-0260,1879,外す,はずす,hazusu,unfasten,su,godan-して,transitive,standard,会の前に時計を外した。,I took off my watch before the meeting.
jv-0423,423,native_bccwj,verb-0261,1887,降る,ふる,furu,precipitate,ru,godan-って,intransitive,standard,夕方から雨が降った。,It rained from the evening.
jv-0424,424,native_bccwj,verb-0262,1893,取り上げる,とりあげる,toriageru,pick up,ichidan_ru,ichidan-て,transitive,standard,先生はその問題を取り上げた。,The teacher brought up that issue.
jv-0425,425,kango_suru,kango-suru-0109,109,接続する,せつぞくする,setsuzoku suru,connect,suru,suru-して,unspecified,standard,パソコンをネットに接続した。,I connected the computer to the internet.
jv-0426,426,slang,slang-0062,62,DMする,でぃーえむする,diiemu suru,send a direct message,suru,suru-して,unspecified,internet,友だちにDMした。,I sent a direct message to my friend.
jv-0427,427,native_bccwj,verb-0263,1895,抜ける,ぬける,nukeru,come out,ichidan_ru,ichidan-て,intransitive,standard,友だちが昼ごろ家に抜けた。,My friend came to my house around noon.
jv-0428,428,native_bccwj,verb-0221,1598,掴む,つかむ,tsukamu,seize,mu,godan-んで,transitive,standard,電車で手すりを掴んだ。,I grabbed the handrail on the train.
jv-0429,429,kango_suru,kango-suru-0110,110,設定する,せっていする,settei suru,set up,suru,suru-して,unspecified,standard,机の上にメモを設定した。,I put a memo on the desk.
jv-0430,430,native_bccwj,verb-0264,1916,努める,つとめる,tsutomeru,endeavor (endeavour),ichidan_ru,ichidan-て,transitive,standard,毎日、勉強に努めた。,I made an effort to study every day.
jv-0431,431,native_bccwj,verb-0265,1918,悩む,なやむ,nayamu,be worried,mu,godan-んで,unspecified,standard,進路について長く悩んだ。,I worried for a long time about my path.
jv-0432,432,native_bccwj,verb-0266,1924,下げる,さげる,sageru,hang,ichidan_ru,ichidan-て,transitive,standard,音楽の音を少し下げた。,I lowered the music volume a little.
jv-0433,433,slang,slang-0063,63,メンションする,めんしょんする,menshon suru,mention,suru,suru-して,unspecified,internet,投稿で友だちをメンションした。,I mentioned my friend in a post.
jv-0434,434,native_bccwj,verb-0267,1927,立ち上がる,たちあがる,tachiagaru,stand up,ru,godan-って,intransitive,standard,会の後で席から立ち上がった。,I stood up from my seat after the meeting.
jv-0435,435,kango_suru,kango-suru-0111,111,登録する,とうろくする,touroku suru,register,suru,suru-して,unspecified,standard,新しいアプリに登録した。,I registered for the new app.
jv-0436,436,native_bccwj,verb-0268,1941,収める,おさめる,osameru,dedicate,ichidan_ru,ichidan-て,transitive,standard,写真をアルバムに収めた。,I put the photos into an album.
jv-0437,437,kango_suru,kango-suru-0112,112,修理する,しゅうりする,shuuri suru,repair,suru,suru-して,unspecified,standard,壊れた時計を修理した。,I fixed the broken clock.
jv-0438,438,slang,slang-0064,64,フォローする,ふぉろーする,foroo suru,follow,suru,suru-して,unspecified,internet,好きな店をフォローした。,I followed a shop I like.
jv-0439,439,native_bccwj,verb-0269,1961,黙る,だまる,damaru,be silent,ru,godan-って,intransitive,standard,先生が来ると皆黙った。,Everyone became quiet when the teacher came.
jv-0440,440,native_bccwj,verb-0270,1967,洗う,あらう,arau,wash,u,godan-って,transitive,standard,食事の後で皿を洗った。,I washed the dishes after the meal.
jv-0441,441,kango_suru,kango-suru-0113,113,修復する,しゅうふくする,shuufuku suru,restore,suru,suru-して,unspecified,standard,壊れた時計を修復した。,I fixed the broken clock.
jv-0442,442,native_bccwj,verb-0271,1970,咲く,さく,saku,bloom,ku,godan-いて,intransitive,standard,庭の花が咲いた。,The flowers in the garden bloomed.
jv-0443,443,native_bccwj,verb-0272,1971,終える,おえる,oeru,finish,ichidan_ru,ichidan-て,transitive,standard,夕方までに仕事が終えた。,The work finished by evening.
jv-0444,444,native_bccwj,verb-0273,1983,回す,まわす,mawasu,turn,su,godan-して,transitive,standard,午後から天気が回した。,The weather changed in the afternoon.
jv-0445,445,slang,slang-0065,65,フォロバする,ふぉろばする,foroba suru,follow back,suru,suru-して,unspecified,internet,新しい友だちをフォロバした。,I followed a new friend back.
jv-0446,446,kango_suru,kango-suru-0114,114,建設する,けんせつする,kensetsu suru,construct,suru,suru-して,unspecified,standard,古い家を建設した。,We worked on the old house.
jv-0447,447,native_bccwj,verb-0274,1996,下がる,さがる,sagaru,hang down,ru,godan-って,intransitive,standard,壁に絵を下がった。,I hung a picture on the wall.
jv-0448,448,kango_suru,kango-suru-0115,115,設計する,せっけいする,sekkei suru,design,suru,suru-して,unspecified,standard,兄は小さな家を設計した。,My older brother designed a small house.
jv-0449,449,native_bccwj,verb-0275,2007,支払う,しはらう,shiharau,pay,u,godan-って,transitive,standard,レジでお金を支払った。,I paid money at the register.
jv-0450,450,native_bccwj,verb-0276,2010,助ける,たすける,tasukeru,help,ichidan_ru,ichidan-て,transitive,standard,道に迷った人を助けた。,I helped a lost person.
jv-0451,451,slang,slang-0066,66,ブロックする,ぶろっくする,burokku suru,block,suru,suru-して,unspecified,internet,しつこい人をブロックした。,I blocked a persistent person.
jv-0452,452,native_bccwj,verb-0277,2018,構う,かまう,kamau,mind,u,godan-って,unspecified,standard,弟に少し構った。,I paid a little attention to my brother.
jv-0453,453,native_bccwj,verb-0278,2021,高める,たかめる,takameru,raise,ichidan_ru,ichidan-て,transitive,standard,母は朝、弟を高めた。,My mother woke my younger brother in the morning.
jv-0454,454,kango_suru,kango-suru-0116,116,製造する,せいぞうする,seizou suru,manufacture,suru,suru-して,unspecified,standard,工場は新しい部品を製造した。,The factory made new parts.
jv-0455,455,native_bccwj,verb-0279,2026,遅れる,おくれる,okureru,be late,ichidan_ru,ichidan-て,intransitive,standard,電車が雨で遅れた。,The train was late because of rain.
jv-0456,456,native_bccwj,verb-0280,2027,下ろす,おろす,orosu,take down (e.g. flag),su,godan-して,transitive,standard,棚から箱を下ろした。,I took the box down from the shelf.
jv-0457,457,native_bccwj,verb-0281,2030,経る,へる,heru,pass,ichidan_ru,ichidan-て,transitive,standard,長い時間を経た。,A long time passed.
jv-0458,458,kango_suru,kango-suru-0117,117,加工する,かこうする,kakou suru,process,suru,suru-して,unspecified,standard,写真を少し加工した。,I edited the photo a little.
jv-0459,459,slang,slang-0067,67,ブロ解する,ぶろかいする,burokai suru,soft-block,suru,suru-して,unspecified,internet,合わない人をブロ解した。,I soft-blocked someone I did not get along with.
jv-0460,460,native_bccwj,verb-0282,2046,振り返る,ふりかえる,furikaeru,turn head,ru,godan-って,intransitive,standard,夕方、駅に振り返った。,I headed to the station in the evening.
